close,rsi,ema_fast,ema_slow,momentum,label
77746.46,35.05,78538.2,78489.91,-431.7699999999895,BUY
77920.09,34.49,78417.73,78513.16,-504.1999999999971,BUY
78033.87,32.38,78320.45,78541.71,-325.3600000000006,BUY
78211.43,41.59,78293.8,78564.05,271.50999999999476,SELL
78048.62,36.57,78197.52,78571.03,302.15999999998894,SELL
77858.35,32.03,78106.05,78578.19,-61.73999999999069,SELL
77655.34,31.76,78067.41,78529.64,-378.52999999999884,SELL
77403.63,33.38,77966.61,78454.17,-807.7999999999884,BUY
77704.62,32.84,77882.72,78364.49,-344.0,BUY
77870.53,38.08,77871.99,78318.71,12.179999999993015,SELL
77532.23,39.24,77874.39,78247.66,-123.11000000000058,BUY
78180.77,46.42,77884.06,78181.41,777.1399999999994,BUY
78376.76,50.25,77886.22,78131.85,672.1399999999994,SELL
78103.72,52.42,77841.79,78105.73,233.19000000000233,SELL
77769.21,50.32,77801.37,78041.44,236.98000000001048,SELL
77678.65,46.5,77784.32,77983.9,-502.1200000000099,BUY
77727.26,45.47,77803.62,77960.33,-649.5,BUY
77886.97,45.18,77878.5,77919.69,-216.75,SELL
77864.83,47.15,77908.18,77881.61,95.61999999999534,BUY
78235.3,55.54,77933.64,77887.02,556.6500000000087,BUY
78257.48,59.34,78022.64,77909.42,530.2200000000012,BUY
78417.22,66.19,78017.69,77923.25,530.25,BUY
78429.73,62.76,77978.55,77928.74,564.8999999999942,SELL
78125.65,54.28,77965.1,77910.98,-109.65000000000873,SELL
77737.85,53.39,77986.31,77894.54,-519.6299999999901,SELL
77670.0,39.57,78021.97,77891.04,-747.2200000000012,BUY
77953.48,41.66,78069.65,77912.41,-476.25,SELL
77789.75,43.53,78085.51,77951.09,-335.8999999999942,SELL
77644.6,47.22,78098.74,77962.67,-93.25,BUY
77785.71,52.34,78056.77,77965.2,115.7100000000064,SELL
77527.69,46.01,77991.09,77988.46,-425.7899999999936,BUY
77752.36,47.37,77902.67,77965.66,-37.38999999999942,BUY
78240.26,56.2,77829.8,77939.49,595.6599999999889,BUY
78275.66,50.75,77803.69,77935.59,489.9499999999971,SELL
78093.79,47.13,77831.95,77953.99,566.0999999999913,SELL
78037.64,43.1,77872.19,77979.27,285.27999999999884,BUY
78038.62,42.86,77867.54,78001.91,-201.63999999999942,SELL
77777.28,43.54,77875.97,78004.94,-498.38000000000466,SELL
77681.71,48.83,77905.3,78007.21,-412.0799999999872,SELL
77618.24,48.92,77909.69,77977.0,-419.3999999999942,BUY
77628.85,42.37,77960.42,77943.63,-409.7699999999895,BUY
77718.31,48.26,77982.91,77897.79,-58.970000000001164,SELL
77536.48,47.41,77912.07,77843.16,-145.23000000001048,SELL
77328.91,39.4,77814.75,77804.81,-289.33000000000175,BUY
77437.13,47.74,77744.08,77799.72,-191.72000000000116,BUY
77456.88,41.79,77676.09,77800.55,-261.429999999993,BUY
77541.63,24.99,77604.82,77780.35,5.150000000008731,BUY
77607.8,26.61,77574.78,77774.57,278.8899999999994,BUY
77679.07,34.26,77562.06,77782.6,241.94000000000233,SELL
77619.05,34.16,77555.51,77777.6,162.16999999999825,SELL
77510.28,31.51,77540.05,77790.6,-31.35000000000582,SELL
77503.63,38.35,77506.72,77785.46,-104.16999999999825,SELL
77501.19,41.65,77501.19,77739.47,-177.88000000000466,BUY
77643.37,51.08,77539.57,77692.17,24.319999999992433,BUY
77714.55,53.51,77567.61,77659.48,204.27000000000407,BUY
77787.77,52.88,77599.71,77631.81,284.1399999999994,SELL
77682.3,56.47,77614.64,77599.5,181.11000000000058,SELL
77557.14,60.92,77612.53,77583.51,-86.22999999999593,BUY
77691.69,61.88,77605.43,77578.49,-22.860000000000582,SELL
